11908,-1352,1220
11909,-1352,1395
11910,-1352,1600
11911,-1352,1820
11912,-1352,2165
12001,-1184,0
12002,-1184,170
12003,-1184,340
12004,-1184,540
12005,-1184,710
12006,-1184,880
12007,-1184,1050
12008,-1184,1220
12009,-1184,1395
12010,-1184,1600
12011,-1184,1820
12012,-1184,2165
12101,-908,0
12102,-908,170
12103,-908,340
12104,-908,540
12105,-908,710
12106,-908,880
12107,-908,1050
12108,-908,1220
12109,-908,1395
12110,-908,1600
12111,-908,1820
12112,-908,2165
12201,-740,0
12202,-740,170
12203,-740,340
12204,-740,540
12205,-740,710
12206,-740,880
12207,-740,1050
12208,-740,1220
12209,-740,1395
12210,-740,1600
12211,-740,1820
12212,-740,2165
12301,-572,0
12302,-572,170
12303,-572,340
12304,-572,540
12305,-572,710
12306,-572,880
12307,-572,1050
12308,-572,1220
12309,-572,1395
12310,-572,1600
12311,-572,1820
12312,-572,2165
12401,-404,0
12402,-404,170
12403,-404,340
12404,-404,540
12405,-404,710
12406,-404,880
12407,-404,1050
12408,-404,1220
12409,-404,1395
12410,-404,1600
12411,-404,1820
12412,-404,2165
12501,-168,0
12502,-168,170
12503,-168,340
12504,-168,540
12505,-168,710
12506,-168,880
12507,-168,1050
12508,-168,1220
12509,-168,1395
12510,-168,1600
12511,-168,1820
12512,-168,2165
12601,0,0
12602,0,170
12603,0,340
12604,0,540
12605,0,710
12606,0,880
12607,0,1050
12608,0,1220
12609,0,1395
12610,0,1600
12611,0,1820
12612,0,2165
12701,168,0
12702,168,170
12703,168,340
12704,168,540
12705,168,710
12706,168,880
12707,168,1050
12708,168,1220
12709,168,1395
12710,168,1600
12711,168,1820
12712,168,2165
12801,336,0
12802,336,170
12803,336,340
12804,336,540
12805,336,710
12806,336,880
12807,336,1050
12808,336,1220
12809,336,1395
12810,336,1600
12811,336,1820
12812,336,2165
12901,612,0
12902,612,170
12903,612,340
12904,612,540
12905,612,710
12906,612,880
12907,612,1050
12908,612,1220
12909,612,1395
12910,612,1600
12911,612,1820
12912,612,2165
13001,780,0
13002,780,170
13003,780,340
13004,780,540
13005,780,710
13006,780,880
13007,780,1050
13008,780,1220
13009,780,1395
13010,780,1600
13011,780,1820
13012,780,2165
13101,948,0
13102,948,170
13103,948,340
13104,948,540
13105,948,710
13106,948,880
13107,948,1050
13108,948,1220
13109,948,1395
13110,948,1600
13111,948,1820
13112,948,2165
13201,1116,0
13202,1116,170
13203,1116,340
13204,1116,540
13205,1116,710
13206,1116,880
13207,1116,1050
13208,1116,1220
13209,1116,1395
13210,1116,1600
13211,1116,1820
13212,1116,2165
13301,1352,0
13302,1352,170
13303,1352,340
13304,1352,540
13305,1352,710
13306,1352,880
13307,1352,1050
13308,1352,1220
13309,1352,1395
13310,1352,1600
13311,1352,1820
13312,1352,2165
13401,1520,0
13402,1520,170
13403,1520,340
13404,1520,540
13405,1520,710
13406,1520,880
13407,1520,1050
13408,1520,1220
13409,1520,1395
13410,1520,1600
13411,1520,1820
13412,1520,2165
13501,1688,0
13502,1688,170
13503,1688,340
13504,1688,540
13505,1688,710
13506,1688,880
13507,1688,1050
13508,1688,1220
13509,1688,1395
13510,1688,1600
13511,1688,1820
13512,1688,2165
13601,1856,0
13602,1856,170
13603,1856,340
13604,1856,540
13605,1856,710
13606,1856,880
13607,1856,1050
13608,1856,1220
13609,1856,1395
13610,1856,1600
13611,1856,1820
13612,1856,2165
13701,2132,0
13702,2132,170
13703,2132,340
13704,2132,540
13705,2132,710
13706,2132,880
13707,2132,1050
13708,2132,1220
13709,2132,1395
13710,2132,1600
13711,2132,1820
13712,2132,2165
13801,2300,0
13802,2300,170
13803,2300,340
13804,2300,540
13805,2300,710
13806,2300,880
13807,2300,1050
13808,2300,1220
13809,2300,1395
13810,2300,1600
13811,2300,1820
13812,2300,2165
13901,2468,0
13902,2468,170
13903,2468,340
13904,2468,540
13905,2468,710
13906,2468,880
13907,2468,1050
13908,2468,1220
13909,2468,1395
13910,2468,1600
13911,2468,1820
13912,2468,2165
14001,2636,0
14002,2636,170
14003,2636,340
14004,2636,540
14005,2636,710
14006,2636,880
14007,2636,1050
14008,2636,1220
14009,2636,1395
14010,2636,1600
14011,2636,1820
14012,2636,2165
14101,2872,0
14102,2872,170
14103,2872,340
14104,2872,540
14105,2872,710
14106,2872,880
14107,2872,1050
14108,2872,1220
14109,2872,1395
14110,2872,1600
14111,2872,1820
14112,2872,2165
14201,3040,0
14202,3040,170
14203,3040,340
14204,3040,540
14205,3040,710
14206,3040,880
14207,3040,1050
14208,3040,1220
14209,3040,1395
14210,3040,1600
14211,3040,1820
14212,3040,2165
14301,3208,0
14302,3208,170
14303,3208,340
14304,3208,540
14305,3208,710
14306,3208,880
14307,3208,1050
14308,3208,1220
14309,3208,1395
14310,3208,1600
14311,3208,1820
14312,3208,2165
14401,3376,0
14402,3376,170
14403,3376,340
14404,3376,540
14405,3376,710
14406,3376,880
14407,3376,1050
14408,3376,1220
14409,3376,1395
14410,3376,1600
14411,3376,1820
14412,3376,2165
14501,3652,0
14502,3652,170
14503,3652,340
14504,3652,540
14505,3652,710
14506,3652,880
14507,3652,1050
14508,3652,1220
14509,3652,1395
14510,3652,1600
14511,3652,1820
14512,3652,2165
14601,3820,0
14602,3820,170
14603,3820,340
14604,3820,540
14605,3820,710
14606,3820,880
14607,3820,1050
14608,3820,1220
14609,3820,1395
14610,3820,1600
14611,3820,1820
14612,3820,2165
14701,3988,0
14702,3988,170
14703,3988,340
14704,3988,540
14705,3988,710
14706,3988,880
14707,3988,1050
14708,3988,1220
14709,3988,1395
14710,3988,1600
14711,3988,1820
14712,3988,2165
14801,4156,0
14802,4156,170
14803,4156,340
14804,4156,540
14805,4156,710
14806,4156,880
14807,4156,1050
14808,4156,1220
14809,4156,1395
14810,4156,1600
14811,4156,1820
14812,4156,2165
14901,4392,0
14902,4392,170
14903,4392,340
14904,4392,540
14905,4392,710
14906,4392,880
14907,4392,1050
14908,4392,1220
14909,4392,1395
14910,4392,1600
14911,4392,1820
14912,4392,2165
15001,4560,0
15002,4560,170
15003,4560,340
15004,4560,540
15005,4560,710
15006,4560,880
15007,4560,1050
15008,4560,1220
15009,4560,1395
15010,4560,1600
15011,4560,1820
15012,4560,2165
15101,4728,0
15102,4728,170
15103,4728,340
15104,4728,540
15105,4728,710
15106,4728,880
15107,4728,1050
15108,4728,1220
15109,4728,1395
15110,4728,1600
15111,4728,1820
15112,4728,2165
15201,4896,0
15202,4896,170
15203,4896,340
15204,4896,540
15205,4896,710
15206,4896,880
15207,4896,1050
15208,4896,1220
15209,4896,1395
15210,4896,1600
15211,4896,1820
15212,4896,2165
20101,-4728,0
20102,-4728,170
20103,-4728,340
20104,-4728,540
20105,-4728,710
20106,-4728,880
20107,-4728,1050
20108,-4728,1220
20109,-4728,1395
20110,-4728,1600
20111,-4728,1820
20112,-4728,2165
20201,-4560,0
20202,-4560,170
20203,-4560,340
20204,-4560,540
20205,-4560,710
20206,-4560,880
20207,-4560,1050
20208,-4560,1220
20209,-4560,1395
20210,-4560,1600
20211,-4560,1820
20212,-4560,2165
20301,-4392,0
20302,-4392,170
20303,-4392,340
20304,-4392,540
20305,-4392,710
20306,-4392,880
20307,-4392,1050
20308,-4392,1220
20309,-4392,1395
20310,-4392,1600
20311,-4392,1820
20312,-4392,2165
20401,-4224,0
20402,-4224,170
20403,-4224,340
20404,-4224,540
20405,-4224,710
20406,-4224,880
20407,-4224,1050
20408,-4224,1220
20409,-4224,1395
20410,-4224,1600
20411,-4224,1820
20412,-4224,2165
20501,-3988,0
20502,-3988,170
20503,-3988,340
20504,-3988,540
20505,-3988,710
20506,-3988,880
20507,-3988,1050
20508,-3988,1220
20509,-3988,1395
20510,-3988,1600
20511,-3988,1820
20512,-3988,2165
20601,-3820,0
20602,-3820,170
20603,-3820,340
20604,-3820,540
20605,-3820,710
20606,-3820,880
20607,-3820,1050
20608,-3820,1220
20609,-3820,1395
20610,-3820,1600
20611,-3820,1820
20612,-3820,2165
20701,-3652,0
20702,-3652,170
20703,-3652,340
20704,-3652,540
20705,-3652,710
20706,-3652,880
20707,-3652,1050
20708,-3652,1220
20709,-3652,1395
20710,-3652,1600
20711,-3652,1820
20712,-3652,2165
20801,-3484,0
20802,-3484,170
20803,-3484,340
20804,-3484,540
20805,-3484,710
20806,-3484,880
20807,-3484,1050
20808,-3484,1220
20809,-3484,1395
20810,-3484,1600
20811,-3484,1820
20812,-3484,2165
20905,-3208,710
20906,-3208,880
20907,-3208,1050
20908,-3208,1220
20909,-3208,1395
20910,-3208,1600
20911,-3208,1820
20912,-3208,2165
21005,-3040,710
21006,-3040,880
21007,-3040,1050
21008,-3040,1220
21009,-3040,1395
21010,-3040,1600
21011,-3040,1820
21012,-3040,2165
21105,-2872,710
21106,-2872,880
21107,-2872,1050
21108,-2872,1220
21109,-2872,1395
21110,-2872,1600
21111,-2872,1820
21112,-2872,2165
21205,-2704,710
21206,-2704,880
21207,-2704,1050
21208,-2704,1220
21209,-2704,1395
21210,-2704,1600
21211,-2704,1820
21212,-2704,2165
21305,-2468,710
21306,-2468,880
21307,-2468,1050
21308,-2468,1220
21309,-2468,1395
21310,-2468,1600
21311,-2468,1820
21312,-2468,2165
21405,-2300,710
21406,-2300,880
21407,-2300,1050
21408,-2300,1220
21409,-2300,1395
21410,-2300,1600
21411,-2300,1820
21412,-2300,2165
21505,-2132,710
21506,-2132,880
21507,-2132,1050
21508,-2132,1220
21509,-2132,1395
21510,-2132,1600
21511,-2132,1820
21512,-2132,2165
21605,-1964,710
21606,-1964,880
21607,-1964,1050
21608,-1964,1220
21609,-1964,1395
21610,-1964,1600
21611,-1964,1820
21612,-1964,2165
21701,-1688,0
21702,-1688,170
21703,-1688,340
21704,-1688,540
21705,-1688,710
21706,-1688,880
21707,-1688,1050
21708,-1688,1220
21709,-1688,1395
21710,-1688,1600
21711,-1688,1820
21712,-1688,2165
21801,-1520,0
21802,-1520,170
21803,-1520,340
21804,-1520,540
21805,-1520,710
21806,-1520,880
21807,-1520,1050
21808,-1520,1220
21809,-1520,1395
21810,-1520,1600
21811,-1520,1820
21812,-1520,2165
21901,-1352,0
21902,-1352,170
21903,-1352,340
21904,-1352,540
21905,-1352,710
21906,-1352,880
21907,-1352,1050
21908,-1352,1220
21909,-1352,1395
21910,-1352,1600
21911,-1352,1820
21912,-1352,2165
22001,-1184,0
22002,-1184,170
22003,-1184,340
22004,-1184,540
22005,-1184,710
22006,-1184,880
22007,-1184,1050
22008,-1184,1220
22009,-1184,1395
22010,-1184,1600
22011,-1184,1820
22012,-1184,2165
22101,-908,0
22102,-908,170
22103,-908,340
22105,-908,710
22106,-908,880
22107,-908,1050
22108,-908,1220
22109,-908,1395
22110,-908,1600
22111,-908,1820
22112,-908,2165
22201,-740,0
22202,-740,170
22203,-740,340
22205,-740,710
22206,-740,880
22207,-740,1050
22208,-740,1220
22209,-740,1395
22210,-740,1600
22211,-740,1820
22212,-740,2165
22301,-572,0
22302,-572,170
22303,-572,340
22305,-572,710
22306,-572,880
22307,-572,1050
22308,-572,1220
22309,-572,1395
22310,-572,1600
22311,-572,1820
22312,-572,2165
22405,-404,710
22406,-404,880
22407,-404,1050
22408,-404,1220
22409,-404,1395
22410,-404,1600
22411,-404,1820
22412,-404,2165
22505,-168,710
22506,-168,880
22507,-168,1050
22508,-168,1220
22509,-168,1395
22510,-168,1600
22511,-168,1820
22512,-168,2165
22605,0,710
22606,0,880
22607,0,1050
22608,0,1220
22609,0,1395
22610,0,1600
22611,0,1820
22612,0,2165
22705,168,710
22706,168,880
22707,168,1050
22708,168,1220
22709,168,1395
22710,168,1600
22711,168,1820
22712,168,2165
22805,336,710
22806,336,880
22807,336,1050
22808,336,1220
22809,336,1395
22810,336,1600
22811,336,1820
22812,336,2165
22901,612,0
22902,612,170
22903,612,340
22904,612,540
22905,612,710
22906,612,880
22907,612,1050
22908,612,1220
22909,612,1395
22910,612,1600
22911,612,1820
22912,612,2165
23001,780,0
23002,780,170
23003,780,340
23004,780,540
23005,780,710
23006,780,880
23007,780,1050
23008,780,1220
23009,780,1395
23010,780,1600
23011,780,1820
23012,780,2165
23101,948,0
23102,948,170
23103,948,340
23104,948,540
23105,948,710
23106,948,880
23107,948,1050
23108,948,1220
23109,948,1395
23110,948,1600
23111,948,1820
23112,948,2165
23201,1116,0
23202,1116,170
23203,1116,340
23204,1116,540
23205,1116,710
23206,1116,880
23207,1116,1050
23208,1116,1220
23209,1116,1395
23210,1116,1600
23211,1116,1820
23212,1116,2165
23305,1352,710
23306,1352,880
23307,1352,1050
23308,1352,1220
23309,1352,1395
23310,1352,1600
23311,1352,1820
23312,1352,2165
23405,1520,710
23406,1520,880
23407,1520,1050
23408,1520,1220
23409,1520,1395
23410,1520,1600
23411,1520,1820
23412,1520,2165
23505,1688,710
23506,1688,880
23507,1688,1050
23508,1688,1220
23509,1688,1395
23510,1688,1600
23511,1688,1820
23512,1688,2165
23605,1856,710
23606,1856,880
23607,1856,1050
23608,1856,1220
23609,1856,1395
23610,1856,1600
23611,1856,1820
23612,1856,2165
23705,2132,710
23706,2132,880
23707,2132,1050
23708,2132,1220
23709,2132,1395
23710,2132,1600
23711,2132,1820
23712,2132,2165
23805,2300,710
23806,2300,880
23807,2300,1050
23808,2300,1220
23809,2300,1395
23810,2300,1600
23811,2300,1820
23812,2300,2165
23905,2468,710
23906,2468,880
23907,2468,1050
23908,2468,1220
23909,2468,1395
23910,2468,1600
23911,2468,1820
23912,2468,2165
24005,2636,710
24006,2636,880
24007,2636,1050
24008,2636,1220
24009,2636,1395
24010,2636,1600
24011,2636,1820
24012,2636,2165
24101,2872,0
24102,2872,170
24103,2872,340
24104,2872,540
24105,2872,710
24106,2872,880
24107,2872,1050
24108,2872,1220
24109,2872,1395
24110,2872,1600
24111,2872,1820
24112,2872,2165
24201,3040,0
24202,3040,170
24203,3040,340
24204,3040,540
24205,3040,710
24206,3040,880
24207,3040,1050
24208,3040,1220
24209,3040,1395
24210,3040,1600
24211,3040,1820
24212,3040,2165
24301,3208,0
24302,3208,170
24303,3208,340
24304,3208,540
24305,3208,710
24306,3208,880
24307,3208,1050
24308,3208,1220
24309,3208,1395
24310,3208,1600
24311,3208,1820
24312,3208,2165
24401,3376,0
24402,3376,170
24403,3376,340
24404,3376,540
24405,3376,710
24406,3376,880
24407,3376,1050
24408,3376,1220
24409,3376,1395
24410,3376,1600
24411,3376,1820
24412,3376,2165
24504,3652,540
24505,3652,710
24506,3652,880
24507,3652,1050
24508,3652,1220
24509,3652,1395
24510,3652,1600
24511,3652,1820
24512,3652,2165
24604,3820,540
24605,3820,710
24606,3820,880
24607,3820,1050
24608,3820,1220
24609,3820,1395
24610,3820,1600
24611,3820,1820
24612,3820,2165
24704,3988,540
24705,3988,710
24706,3988,880
24707,3988,1050
24708,3988,1220
24709,3988,1395
24710,3988,1600
24711,3988,1820
24712,3988,2165
24804,4156,540
24805,4156,710
24806,4156,880
24807,4156,1050
24808,4156,1220
24809,4156,1395
24810,4156,1600
24811,4156,1820
24812,4156,2165
24904,4392,540
24905,4392,710
24906,4392,880
24907,4392,1050
24908,4392,1220
24909,4392,1395
24910,4392,1600
24911,4392,1820
24912,4392,2165
25004,4560,540
25005,4560,710
25006,4560,880
25007,4560,1050
25008,4560,1220
25009,4560,1395
25010,4560,1600
25011,4560,1820
25012,4560,2165
25104,4728,540
25105,4728,710
25106,4728,880
25107,4728,1050
25108,4728,1220
25109,4728,1395
25110,4728,1600
25111,4728,1820
25112,4728,2165
25204,4896,540
25205,4896,710
25206,4896,880
25207,4896,1050
25208,4896,1220
25209,4896,1395
25210,4896,1600
25211,4896,1820
25212,4896,2165
